word,id,sense,polarity,subjectivity,confidence
laatdunkend,r_a-12112,minachtend,-0.3,0.8,0.7
laatst,r_a-12113,waar niets of niemand op volgt,-0.1,0.2,1.0
laatst,r_a-12114,kortst geleden,0.0,0.2,1.0
labiel,r_a-12116,wankel,-0.5,0.8,0.8
lachwekkend,r_a-12289,de lachlust opwekkend,0.2,1.0,1.0
laconiek,r_a-12117,doodkalm,-0.1,0.8,0.7
ladderzat,r_a-12349,stomdronken,-0.7,1.0,0.7
laf,r_a-12119,zonder moed,-0.7,0.9,0.7
lafhartig,r_a-12123,laf,-1.0,1.0,0.7
laks,r_a-12124,gemakzuchtig,-0.2,0.9,0.7
lam,r_a-12125,verlamd,-0.2,0.4,0.7
lamentabel,r_a-12291,erbarmelijk,-0.7,1.0,0.7
landbouwkundig,r_a-12292,agronomisch,0.0,0.0,0.7
lang,r_a-12130,met grote lengte,0.0,0.6,1.0
lang,r_a-12132,een hele tijd durend,-0.2,0.6,1.0
langdradig,r_a-12133,wijdlopig,-0.6,0.9,1.0
langdurig,r_a-12134,een hele tijd durend,-0.1,0.6,1.0
langer,,,0.0,0.1,1.0
langlevend,r_a-12295,met een lang leven,-0.1,0.6,0.7
langlopend,r_a-12296,lange tijd durend,0.1,0.4,0.7
langzaam,r_a-12138,traag,-0.4,0.7,1.0
lankmoedig,r_a-12139,tolerant,0.6,0.7,0.7
larmoyant,r_a-12140,huilerig,-0.3,0.9,0.7
last,r_n-21468,,-0.1,0.0,0.8
lasterlijk,r_a-12351,beschuldigend zonder bewijs,-0.6,0.9,0.7
lastig,r_a-12141,"vervelend, hinderlijk",-0.9,1.0,1.0
lastig,r_a-12142,moeilijk,-0.6,0.9,1.0
latent,r_a-12143,verborgen blijvend,-0.1,0.4,0.7
later,r_a-12299,volgend op iets in tijd,0.0,0.1,1.0
lauw,r_a-12145,een beetje warm,0.5,0.6,0.7
lauw,r_a-12146,niet erg enthousiast,-0.4,0.9,0.7
laveloos,r_a-12147,stomdronken,-0.4,0.8,0.7
leed,r_a-12302,spijtig,-0.5,0.9,0.7
leefbaar,r_a-12150,geschikt om te leven,0.4,0.6,0.7
leeg,d_a-154396,nietszeggend,-0.6,0.8,1.0
leeg,d_a-154397,opgebrand,-0.4,0.7,1.0
leeg,r_a-12152,zonder inhoud,-0.4,0.6,1.0
leerplichtig,r_a-12156,verplicht om naar school te gaan,0.4,0.8,0.7
leerzaam,r_a-12157,instructief,0.6,0.8,1.0
leesbaar,d_a-154844,begrijpelijk,0.3,0.7,1.0
leesbaar,r_a-12158,goed of duidelijk te lezen,0.2,0.6,1.0
legendarisch,r_a-12161,als in legende,0.7,0.9,1.0
legio,r_a-12162,talrijk,0.0,0.3,0.7
legitiem,r_a-12163,gebaseerd op wet,0.1,0.9,0.7
leidinggevend,r_a-12303,belast met leiding,0.6,0.8,0.7
leien,r_a-12304,van lei,0.0,0.2,0.7
lekker,r_a-12166,van smaak,0.6,1.0,1.0
lekker,r_a-12167,van geur,0.6,1.0,1.0
lelijk,r_a-12169,niet mooi,-0.7,1.0,1.0
lelijk,r_a-12170,"ongunstig, slecht",-0.6,0.9,1.0
lelijk,r_a-12171,gemeen,-0.7,1.0,1.0
letterlijk,r_a-12174,exact,0.1,0.4,1.0
leugenaar,r_n-21907,,-0.4,0.4,0.7
leugenaars,,,-0.5,0.5,0.7
leugenachtig,r_a-12310,gelogen of onbetrouwbaar,-0.6,0.8,0.7
leuk,r_a-12311,grappig,0.6,1.0,1.0
leuk,r_a-12380,met een positieve waardering,0.6,0.9,1.0
leuk,r_a-12381,van uiterlijk,0.6,1.0,1.0
levendig,r_a-12175,niet saai,0.8,1.0,1.0
levendig,r_a-12176,duidelijk,0.4,0.9,1.0
levenloos,r_a-12313,zonder leven,-0.3,0.5,0.7
levenloos,r_a-12382,saai,-0.4,0.8,0.7
levensecht,r_a-12177,lijkend op werkelijkheid,0.3,0.6,1.0
levensgevaarlijk,r_a-12178,bijzonder gevaarlijk,-0.6,0.9,0.7
levensgroot,r_a-12315,zo groot als in het echt,0.0,0.3,0.7
levenslang,r_a-12179,heel lang,-0.1,0.6,1.0
levenslustig,r_a-12180,opgewekt,0.7,1.0,0.7
leverbaar,r_a-12316,geschikt of beschikbaar voor levering,0.0,0.0,0.7
lexicografisch,r_a-12318,met betrekking tot lexicografie,-0.1,0.3,0.7
lezenswaardig,r_a-12319,de moeite om te lezen,0.5,0.8,1.0
liberaal,r_a-12184,met bep. politieke ideeën,0.0,0.0,0.7
lichamelijk,r_a-12185,fysiek,0.0,0.1,1.0
licht,r_a-12186,niet zwaar,0.1,0.5,1.0
licht,r_a-12187,waar veel licht is,0.1,0.6,1.0
licht,r_a-12189,niet ernstig,0.3,0.9,1.0
licht,r_a-12190,gemakkelijk,0.4,0.9,1.0
lichtblauw,r_a-12321,helder blauw,-0.1,0.3,0.7
lichtblond,r_a-12356,een lichte nuance van blond,0.0,0.1,0.7
lichtelijk,,,0.0,0.5,1.0
lichtend,r_a-12191,lichtgevend,0.0,0.9,0.7
lichtgeel,r_a-12358,geel in lichte tint,0.1,0.5,0.7
lichtgeraakt,r_a-12193,snel boos of beledigd,-0.4,0.6,0.7
lichtgevend,r_a-12323,wat licht geeft,0.2,0.5,0.7
lichtgrijs,r_a-12359,grijs in lichte tint,0.0,0.4,0.7
lichtvoetig,r_a-12195,speels,0.2,0.9,1.0
lichtzinnig,r_a-12196,zonder goed na te denken,-0.5,0.9,0.7
lief,r_a-12198,aardig voor anderen,0.6,0.9,1.0
lief,r_a-12199,leuk om te zien,0.6,1.0,1.0
lief,r_a-12200,dierbaar,0.7,1.0,1.0
liefdadig,r_a-12201,charitatief,0.5,0.6,0.7
liefdeloos,r_a-12202,zonder liefde,-0.6,0.9,0.7
liefdevol,r_a-12204,vol liefde,0.6,1.0,1.0
lieflijk,r_a-12206,,0.4,0.6,0.7
liefst,,JJ,0.4,0.7,1.0
liegen,c_545908,VB,-0.1,0.2,0.8
lijfelijk,r_a-12212,lichamelijk,0.0,0.4,0.7
lijvig,d_a-158536,van vloeistof,0.1,0.2,1.0
lijvig,r_a-12215,dik,-0.5,0.9,1.0
lila,r_a-12217,lichtpaars,-0.1,0.3,0.7
link,r_a-12219,gevaarlijk,-0.1,0.9,0.7
links,r_a-12222,aan de linker kant,0.0,0.0,1.0
links,r_a-12223,progressief,0.0,0.6,1.0
links,r_a-12224,onhandig,-0.5,0.9,1.0
links-radicaal,r_a-12330,extreem links,-0.4,0.5,0.7
linnen,r_a-12332,van linnen,0.0,0.0,0.7
listig,r_a-12226,sluw,-0.6,0.8,0.7
literair,r_a-12227,met literatuur te maken hebbend,0.1,0.1,1.0
lodderig,r_a-12230,slaperig,-0.5,0.9,0.7
loeihard,r_a-12368,zeer hard,-0.4,0.8,0.7
logisch,r_a-12234,juist beredeneerd,0.3,0.6,1.0
logistiek,r_a-12335,logistiek betreffend,0.1,0.2,0.7
lokaal,r_a-12235,plaatselijk,0.0,0.0,1.0
lollig,r_a-12236,lollig,0.6,0.9,0.7
lomp,r_a-12238,plomp,-0.6,1.0,1.0
lomp,r_a-12239,onbeschaafd,-0.9,0.9,1.0
loodgrijs,r_a-12240,blauwig grijs,-0.1,0.1,0.7
loodrecht,r_a-12241,in een hoek van negentig graden,0.1,0.2,0.7
loodzwaar,r_a-12338,heel zwaar,-0.3,0.7,0.7
loom,r_a-12242,een beetje moe en traag,-0.3,0.6,0.7
loos,r_a-12244,niet echt,-0.5,0.9,0.7
loos,r_a-12245,ondeugend,0.7,1.0,0.7
los,r_a-12246,niet vast,0.1,0.2,1.0
los,r_a-12247,afzonderlijk,0.0,0.1,1.0
los,r_a-12248,"niet stijf, strak of gespannen",0.3,0.7,1.0
losers,,,-0.7,0.6,0.8
losliggend,r_a-12372,los,0.0,0.1,0.8
louter,r_a-12340,enkel en alleen,0.0,0.2,1.0
loyaal,r_a-12253,trouw,0.7,0.9,1.0
luchtdicht,r_a-12254,hermetisch,-0.1,0.1,0.7
luchthartig,r_a-12255,zorgeloos,0.4,0.9,0.9
luchtig,r_a-12256,lichtverteerbaar,0.4,1.0,1.0
luchtig,r_a-12257,van kleding: dun en koel,0.1,0.7,1.0
luchtig,r_a-12258,luchthartig,0.4,0.9,1.0
lucratief,r_a-12261,winstgevend,-0.1,0.6,0.7
ludiek,r_a-12262,vrolijk en speels,0.2,0.3,0.7
luguber,r_a-12263,huiveringwekkend,-0.8,1.0,1.0
lui,r_a-12264,initiatiefloos,-0.7,0.9,1.0
luid,r_a-12265,hard en helder,0.1,0.8,1.0
lullig,r_a-12268,vervelend,-0.6,0.9,0.7
lumineus,r_a-12269,geniaal,0.8,0.9,0.9
luthers,r_a-12272,behorend tot de kerk van Luther,0.0,0.1,0.7
luttel,r_a-12273,weinig,-0.1,0.4,0.7
lux,d_a-538325,,0.6,0.9,0.7
luxe,r_a-12274,weelderig,0.6,0.9,1.0
luxueus,r_a-12275,weelderig,0.6,0.9,1.0
lyrisch,r_a-12276,tot de lyriek behorend,0.1,0.3,1.0
lyrisch,r_a-12277,uitbundig,0.4,1.0,1.0
maandenlang,r_a-12708,gedurende vele maanden,0.0,0.5,0.7
maatschappelijk,r_a-12711,mbt. de maatschappij,0.0,0.0,1.0
maatschappelijk,r_a-12988,mbt. sociale problemen,0.0,0.1,1.0
maatschappijkritisch,r_a-12712,met sociale kritiek,0.2,0.4,0.7
macaber,r_a-12713,luguber,-0.7,1.0,0.7
machiavellistisch,r_a-12714,mbt. het machiavellisme,-0.9,1.0,0.7
macho,r_a-12716,stoer,-0.2,0.7,0.7
machteloos,r_a-12717,onmachtig,-0.5,0.9,1.0
machtig,r_a-12718,invloedrijk,0.4,0.9,1.0
machtig,r_a-12719,zwaar,-0.1,0.6,1.0
machtig,r_a-12720,geweldig,0.9,1.0,1.0
macrobiotisch,r_a-12722,mbt. macrobiotiek,0.6,0.8,0.7
maf,r_a-12723,gek,0.1,1.0,1.0
mager,r_a-12724,schriel,-0.5,0.8,1.0
mager,r_a-12991,arm aan vet,0.2,0.4,1.0
mager,r_a-12992,weinig,-0.6,1.0,1.0
magisch,d_a-526449,,0.7,1.0,0.7
magisch,r_a-12725,bovennatuurlijk,0.4,0.9,1.0
magistraal,r_a-12726,meesterlijk,0.9,1.0,1.0
magnifiek,r_a-12728,schitterend,0.9,1.0,1.0
makkelijk,r_a-12732,niet moeilijk,0.6,0.9,1.0
makkelijk,r_a-12733,comfortabel,0.9,1.0,1.0
mal,r_a-12734,dwaas,-0.2,1.0,0.7
malafide,r_a-12735,niet bonafide,-0.7,0.9,0.7
manhaftig,r_a-12738,koen,0.7,1.0,0.7
manisch-depressief,r_a-12742,psychotisch,-0.2,0.2,0.7
mank,r_a-12743,kreupel,-0.4,0.4,1.0
manmoedig,r_a-12745,koen,0.7,1.0,0.7
mannelijk,r_a-12746,niet vrouwelijk,0.0,0.1,1.0
mannelijk,r_a-12747,masculien,0.1,0.3,1.0
mannelijk,r_a-12748,mbt. Woordgeslacht,0.0,0.0,1.0
margi's,,,-0.6,0.8,0.8
marginaal,r_a-12755,van weinig betekenis,-0.4,0.8,0.7
marginaal,r_a-12756,mbt. bestaansmiddelen,-0.1,0.8,0.7
markant,r_a-12759,opmerkelijk,0.3,0.8,0.7
masochistisch,r_a-12764,mbt. masochisme,-0.6,0.9,0.7
massaal,r_a-12765,van een grote menigte,0.2,0.4,0.7
massaal,r_a-12995,ongedeeld,0.2,0.7,0.7
mat,r_a-12769,"slap, ongeïnspireerd",-0.5,0.8,0.7
mateloos,r_a-12771,bovenmatig,-0.1,0.9,1.0
matig,r_a-12776,met mate,0.0,0.7,1.0
matig,r_a-12997,"niet veel, niet goed etc.",-0.5,0.8,1.0
maximaal,r_a-12780,uiterst,0.2,0.4,0.7
mechanisch,r_a-12998,als een machine,0.0,0.0,0.7
mededeelzaam,r_a-12785,openhartig,0.6,0.8,0.9
medeplichtig,r_a-12787,mbt. handlangers,-0.4,0.5,1.0
medeschuldig,r_a-12788,mee schuldig,-0.4,0.5,0.9
medisch,r_a-12792,geneeskundig,0.1,0.1,1.0
meedogenloos,r_a-12795,onbarmhartig,-0.8,1.0,1.0
meegaand,r_a-12796,flexibel,0.4,0.9,0.7
meelijwekkend,r_a-12797,zielig,-0.4,0.9,0.7
meerderjarig,r_a-12799,volwassen,0.1,0.3,0.8
meerduidig,r_a-12800,ambigu,-0.3,0.5,0.7
meerstemmig,r_a-12804,polyfoon,0.1,0.4,0.7
meeslepend,r_a-12807,boeiend,0.7,1.0,1.0
meesterlijk,r_a-12809,uitstekend,0.9,1.0,1.0
meesterwerk,r_n-23492,,0.6,0.7,0.9
meetbaar,r_a-12810,kwantitatief bepaalbaar,0.1,0.2,0.7
mega,,JJ,0.4,0.9,1.0
melancholiek,r_a-12816,,-0.4,1.0,0.9
melancholisch,r_a-12817,zwaarmoedig,-0.4,1.0,1.0
melig,r_a-12818,banaal,-0.1,0.6,0.7
melig,r_a-12819,mbt. smaak en consistentie,0.4,1.0,0.7
melkachtig,r_a-12820,zoals melk,0.0,0.3,0.7
melodieus,r_a-12822,welluidend,0.4,0.6,0.7
melodramatisch,r_a-12824,als een melodrama,-0.5,0.9,0.7
memorabel,r_a-12825,gedenkwaardig,0.5,0.8,0.7
meneerke,,,-0.2,0.6,0.7
menselijk,r_a-12826,mbt. de mens,0.0,0.1,1.0
menselijk,r_a-12827,humaan,0.4,0.8,1.0
mensonterend,r_a-12830,beestachtig,-0.7,0.9,0.7
mensonwaardig,r_a-12831,niet menswaardig,-0.7,0.9,0.7
menswaardig,r_a-12832,conform menselijke waardigheid,0.1,0.6,0.7
mentaal,r_a-12833,geestelijk,0.0,0.1,1.0
merkbaar,r_a-12834,te merken,0.1,0.1,0.7
merkwaardig,r_a-12835,opmerkelijk,0.2,0.9,1.0
merkwaardig,r_a-13006,raar,-0.2,1.0,1.0
messcherp,r_a-12838,zeer scherp,0.0,0.4,0.7
metaforisch,r_a-12840,overdrachtelijk,0.0,0.2,0.9
metalen,r_a-13008,metaalachtig,0.0,0.2,0.7
meteorologisch,r_a-12844,weerkundig,-0.5,0.8,0.7
micro-economisch,r_a-12851,mbt. micro-economie,0.6,0.9,0.7
microscopisch,r_a-13012,mbt. een microscoop,0.0,0.2,0.7
middelbaar,r_a-12853,tussen twee grootheden in,0.0,0.1,1.0
middeleeuws,r_a-12854,mbt. de middeleeuwen,0.0,0.0,1.0
middeleeuws,r_a-12855,"zeer ouderwets, achterlijk",-0.8,1.0,1.0
middelmatig,r_a-12859,niet erg goed,-0.5,0.9,1.0
middelmatig,r_a-13014,gemiddeld,-0.1,0.6,1.0
mierzoet,r_a-12862,bovenmatig zoet,0.0,0.5,0.7
mieters,r_a-12863,geweldig,0.8,1.0,0.7
miezerig,r_a-12864,druilerig,-0.5,0.7,0.9
miezerig,r_a-13015,schraal,-0.1,0.6,0.7
milieubewust,r_a-12868,ecologisch,0.2,0.9,0.7
milieuvriendelijk,r_a-12870,niet milieuonvriendelijk,0.4,0.9,0.7
militair,r_a-12871,mbt. het leger,-0.1,0.1,1.0
militant,r_a-12872,strijdbaar,-0.5,0.7,0.7
min,r_a-12874,nietig,-0.4,0.8,1.0
min,r_a-12875,laaghartig,-0.6,0.9,1.0
minachtend,r_a-12876,met minachting,-0.4,0.9,0.7
minderwaardig,r_a-12880,slecht,-0.2,0.8,0.7
mineraal,r_a-12881,uit de bodem,-0.1,0.4,0.7
miniem,r_a-12882,gering,0.0,0.5,0.7
minimaal,r_a-12883,uiterst klein,-0.1,0.6,1.0
minutieus,r_a-12890,nauwgezet,0.3,0.6,0.7
minzaam,r_a-12891,beminnelijk,0.0,0.7,0.7
minzaam,r_a-13019,een beetje hooghartig,-0.2,0.9,0.7
miraculeus,r_a-12892,wonderlijk,0.9,0.9,1.0
mis,r_a-12893,naast,-0.4,0.6,1.0
mis,r_a-12894,fout,-0.6,0.8,1.0
misdeeld,r_a-12897,behoeftig,-0.3,0.7,0.7
miserabel,r_a-12898,beroerd,-0.7,1.0,1.0
miskleun,r_n-23997,,-0.4,0.4,0.9
mislukking,r_n-24001,,-0.2,0.3,0.8
mislukkeling,d_n-173304,,-0.5,0.7,0.8
mismaakt,r_a-12899,misvormd,-0.4,0.5,0.7
mismoedig,r_a-12900,mistroostig,-0.4,1.0,0.7
misplaatst,r_a-12902,ongepast,-0.8,1.0,1.0
misprijzend,r_a-12903,afkeurend,-0.6,1.0,0.7
misselijk,r_a-12904,ziek,-0.4,0.6,1.0
misselijk,r_a-12905,"heel naar, ergerlijk",-0.8,0.9,1.0
misser,r_n-24012,,-0.2,0.3,0.9
mistig,r_a-12908,weinig zicht door mist,0.0,0.1,0.7
mistroostig,r_a-12909,troosteloos,-0.6,0.9,1.0
misvormd,r_a-12910,mismaakt,-0.3,0.6,0.7
modaal,r_a-12913,doorsnee,-0.2,0.4,0.7
modderig,r_a-12914,modderachtig,-0.4,0.6,0.7
modebewust,r_a-12915,met oog voor trends,0.2,0.6,0.7
modern,r_a-12917,van de nieuwere tijd,0.2,0.3,1.0
modern,r_a-12918,van deze tijd,0.2,0.4,1.0
modernistisch,r_a-12919,mbt. het modernisme,0.2,0.3,0.7
modieus,r_a-12920,volgens de mode,0.4,1.0,0.7
moe,r_a-12921,afgemat,-0.5,0.6,1.0
moe,r_a-13021,er genoeg van hebben,-0.5,1.0,1.0
moedeloos,r_a-12923,mismoedig,-0.3,0.6,0.7
moedig,r_a-12925,dapper,0.9,1.0,1.0
moeilijk,r_a-12928,niet gemakkelijk,-0.4,1.0,1.0
moeiteloos,r_a-12929,zonder moeite,0.4,0.8,1.0
moeizaam,r_a-12930,stroef,-0.5,0.9,1.0
mogelijk,r_a-12932,niet onmogelijk,0.1,0.6,1.0
momentaan,r_a-12936,momenteel,0.0,0.4,0.7
mondain,r_a-12937,werelds,-0.2,0.4,0.7
monddood,r_a-12938,verplicht te zwijgen,-0.4,0.8,0.7
mondiaal,r_a-12940,wereldwijd,0.0,0.1,1.0
mondig,r_a-13025,geëmancipeerd,0.3,0.7,0.7
mongoloïde,r_a-12942,(als) van een Mongool,-0.2,0.2,0.7
monogaam,r_a-12945,niet polygaam,0.4,0.6,0.7
monsterachtig,r_a-12948,monsterlijk,-0.4,1.0,0.7
monter,r_a-12951,opgewekt,0.4,0.7,0.7
monumentaal,r_a-12952,groots,0.0,0.0,0.7
mooi,r_a-12953,esthetisch,0.7,1.0,1.0
mooi,r_a-12954,goed,0.7,1.0,1.0
moppig,r_a-12957,leuk,0.7,1.0,0.7
morbide,r_a-12959,ziekelijk,-0.8,1.0,0.7
moreel,r_a-12960,ethisch,0.2,0.6,1.0
motorisch,r_a-12965,mbt. beweeglijkheid,0.0,0.1,0.7
motorisch,r_a-13029,de motor betreffend,0.0,0.0,0.7
muf,r_a-12968,niet fris,-0.6,0.9,0.7
muffig,r_a-12969,een beetje muf,-0.5,0.7,0.7
muisgrijs,r_a-12970,grijs,0.0,0.4,0.7
mul,r_a-12972,los,0.1,0.2,0.9
multifunctioneel,r_a-12975,met vele functies,0.4,0.8,0.7
multilateraal,r_a-12976,veelzijdig,0.0,0.1,0.7
multinationaal,r_a-12977,internationaal verspreid,0.4,0.7,0.7
murw,r_a-12979,week,-0.5,0.6,0.7
must,,,0.2,0.5,0.9
muurvast,r_a-12980,,-0.3,0.2,0.8
muzikaal,r_a-12981,met aanleg voor muziek,0.4,0.5,1.0
muzikaal,r_a-13032,behorend tot de muziek,0.0,0.0,1.0
mwah,,,-0.3,0.7,1.0
mysterieus,r_a-12983,raadselachtig,0.4,0.9,1.0
mystiek,r_a-12984,verborgen,0.1,0.6,1.0
mystiek,r_a-12985,betreffende de mystiek,0.0,0.1,1.0
mythisch,r_a-12986,fabelachtig,0.4,1.0,1.0
mythologisch,r_a-12987,mbt. de mythologie,0.2,0.6,0.7
naadloos,r_a-13038,zonder naad,0.1,0.1,1.0
naakt,r_a-13039,zonder kleren,0.1,0.1,1.0
naakt,r_a-13040,onbegroeid en onbedekt,0.0,0.1,1.0
naar,r_a-13043,akelig,-0.6,0.9,1.0
naar,r_a-13044,misselijk,-0.7,0.9,1.0
naargeestig,r_a-13045,akelig,-0.7,1.0,0.7
naarstig,r_a-13046,ijverig,0.1,0.6,0.7
naast,r_a-13047,dichtstbij,0.0,0.1,1.0
naast,r_a-13197,meest vertrouwd,0.2,0.4,1.0
nabij,r_a-13048,dichtbij,0.1,0.2,1.0
nadelig,r_a-13052,schadelijk,-0.5,0.8,0.7
nader,r_a-13054,dichterbij,0.0,0.2,1.0
nader,r_a-13055,nauwkeuriger,0.3,0.6,1.0
nader,r_a-13056,meer of uitgebreider,0.2,0.4,1.0
nalatig,r_a-13060,niet gedaan wat had gemoeten,-0.4,0.7,0.7
naoorlogs,r_a-13062,van na de oorlog,0.0,0.2,0.7
napoleontisch,r_a-13063,(als) van Napoleon,-0.2,0.6,0.7
narcistisch,r_a-13064,ijdel en zelfingenomen,-0.6,0.9,0.7
narrig,r_a-13065,chagrijnig,-0.6,0.8,0.7
nat,r_a-13067,niet droog,-0.1,0.4,1.0
nationaal,r_a-13068,een natie betreffend,0.0,0.0,0.7
nationalistisch,r_a-13070,(te) nationaal gezind,-0.1,0.5,0.7
natuurlijk,r_a-13076,niet kunstmatig,0.1,0.4,1.0
natuurlijk,r_a-13077,ongekunsteld,0.4,0.7,1.0
natuurlijk,r_a-13078,als in de werkelijkheid,0.1,0.4,1.0
natuurlijk,r_a-13079,begrijpelijk,0.5,0.7,1.0
natuurwetenschappelijk,r_a-13081,de natuurwetenschappen betreffend,0.0,0.1,0.7
nauw,r_a-13083,smal,-0.1,0.4,1.0
nauw,r_a-13084,dicht bij elkaar,0.1,0.4,1.0
nauwgezet,r_a-13086,nauwkeurig,0.4,0.6,1.0
nauwkeurig,r_a-13087,nauwgezet,0.4,0.6,1.0
nauwkeurig,r_a-13088,precies,0.4,0.5,1.0
nauwsluitend,r_a-13090,juist om het lichaam passend,0.0,0.6,1.0
nauwsluitend,r_a-13199,juist op of in elkaar passend,0.0,0.6,0.7
navoelbaar,r_a-13092,na te voelen,0.0,0.5,0.7
navolgend,r_a-13093,hierna vermeld,0.0,0.1,0.7
navrant,r_a-13094,schrijnend,-0.6,0.9,0.9
naïef,r_a-13059,onnozel,-0.5,0.9,1.0
neergeknuppeld,,,-0.2,0.1,0.8
nefast,r_a-13103,noodlottig,-0.5,0.8,0.7
negatief,r_a-13104,een ontkenning inhoudend,-0.3,0.4,1.0
negatief,r_a-13105,afbrekend,-0.6,0.9,1.0
negatief,r_a-13106,kleiner dan nul,-0.1,0.1,1.0
neofascistisch,r_a-13108,het neofascisme betreffend,0.1,0.4,0.7
neonazistisch,r_a-13111,het neonazisme betreffend,-0.5,0.7,0.7
nerveus,r_a-13112,zenuwachtig,-0.5,0.8,0.7
net,r_a-13113,schoon en verzorgd,0.6,0.8,1.0
net,r_a-13203,fatsoenlijk,0.5,0.9,1.0
netelig,r_a-13114,moeilijk,-0.4,0.8,0.7
netjes,r_a-13115,schoon en verzorgd,0.6,0.9,1.0
netjes,r_a-13116,zoals het hoort,0.5,0.9,1.0
neurologisch,r_a-13119,de neurologie betreffend,0.0,0.1,0.7
neurotisch,r_a-13120,met neurose te maken hebbend,-0.5,0.7,0.7
neutraal,r_a-13121,zonder partij te kiezen,0.1,0.2,1.0
neutraal,r_a-13122,onopvallend,-0.1,0.6,1.0
neutraal,r_a-13202,niet positief of negatief,0.0,0.4,1.0
nevelachtig,r_a-13123,een beetje mistig,0.1,0.4,0.7
nevengeschikt,r_a-13125,nevenschikkend verbonden,-0.3,0.9,0.7
nichterig,r_a-13128,als (van) een homoseksueel,-0.1,1.0,0.7
niet-bindend,r_a-13134,waar je niet aan vast zit,0.2,0.5,0.7
niet-commercieel,r_a-13135,zonder commercieel doel,0.3,0.4,0.7
niet-westers,r_a-13138,niet westers,0.0,0.2,0.7
nietsvermoedend,r_a-13142,zonder iets te vermoeden,-0.2,0.9,0.7
nietszeggend,r_a-13143,zonder inhoud,-0.5,0.9,1.0
nieuw,r_a-13144,kort bestaand,0.2,0.5,1.0
nieuw,r_a-13145,van dit jaar,0.1,0.4,1.0
nieuwbakken,r_a-13146,nieuw in een functie,0.0,0.1,0.7
nieuwsgierig,r_a-13148,benieuwd zijn naar wat je niet aangaat,-0.1,1.0,1.0
nieuwsgierig,r_a-13149,graag iets willen weten,0.5,1.0,1.0
nihilistisch,r_a-13150,het nihilisme betreffend,0.0,0.7,0.7
nijpend,r_a-13152,kwellend,-0.2,0.5,0.7
nipt,r_a-13155,maar net,-0.1,0.7,0.7
nobel,r_a-13156,edelmoedig,0.6,0.9,0.7
nodeloos,r_a-13157,onnodig,-0.5,0.9,0.7
nodig,r_a-13158,noodzakelijk,0.4,0.6,1.0
nodig,r_a-13159,gebruikelijk,0.1,0.1,1.0
noemenswaardig,r_a-13160,van belang,0.1,0.6,0.7
noest,r_a-13161,nijver,0.0,0.9,0.7
non-profit,r_a-13166,zonder winstoogmerk,0.3,0.4,0.7
non-stop,r_a-13167,onafgebroken,-0.1,0.6,0.7
nonchalant,r_a-13168,achteloos,-0.5,0.9,0.7
noodgedwongen,r_a-13169,door nood gedwongen,-0.4,0.6,1.0
noodlottig,r_a-13171,fataal,-0.6,0.8,1.0
noodzakelijk,r_a-13172,absoluut nodig,0.3,0.9,1.0
noodzakelijk,r_a-13173,onvermijdelijk,-0.1,0.7,1.0
normaal,r_a-13180,gewoon,0.1,0.6,1.0
nors,r_a-13182,bars,-0.5,0.9,0.7
nostalgisch,r_a-13183,vol nostalgie,-0.1,1.0,0.7
nuchter,r_a-13187,niet gegeten of gedronken hebbend,0.1,0.2,1.0
nuchter,r_a-13188,praktisch en zakelijk,0.4,0.6,1.0
nuchter,r_a-13210,niet dronken,0.2,0.4,1.0
nukkig,r_a-13191,vol nukken en onberekenbaar,-0.3,0.6,0.7
nurks,r_a-13194,knorrig,-0.4,0.8,0.7
nutteloos,r_a-13195,zinloos,-0.5,0.9,1.0
nuttig,r_a-13196,bruikbaar of zinvol,0.6,0.9,1.0
objectief,r_a-13211,niet subjectief,0.0,0.1,1.0
obligaat,r_a-13212,verplicht,0.0,0.2,0.7
obscuur,r_a-13214,duister,-0.5,0.8,0.7
obscuur,r_a-14015,onbekend,-0.5,0.9,0.7
obsessief,r_a-13215,als een obsessie,-0.5,0.9,1.0
obstinaat,r_a-13216,koppig,-0.2,0.6,0.7
occult,r_a-13218,duister,-0.5,0.8,0.7
ocharme,,,-0.1,0.5,0.8
oecumenisch,r_a-13221,de oecumene betreffend,0.0,0.4,0.7
oenig,d_a-188914,dom,-0.6,1.0,0.9
oersaai,d_a-207819,,-1.0,1.0,1.0
oersterk,r_a-13226,erg sterk,0.6,0.7,0.7
oeverloos,r_a-13229,eindeloos,-0.2,0.7,1.0
offensief,r_a-13230,aanvallend,0.0,0.2,0.7
officieel,r_a-13231,erkend door het bevoegd gezag,0.1,0.2,1.0
officieel,r_a-14020,naar vormelijke verplichtingen,0.1,0.1,1.0
officieus,r_a-13232,niet officieel,0.0,0.3,0.7
ogenblikkelijk,r_a-13233,nu al aanwezig,0.4,0.4,0.7
ogenschijnlijk,r_a-13234,schijnbaar,0.0,0.4,1.0
oliedom,r_a-13238,erg dom,-0.6,0.8,0.7
olympisch,r_a-13243,de Olympische Spelen betreffend,0.2,0.2,0.7
omineus,r_a-13247,onheilspellend,-0.6,0.9,0.7
omslachtig,r_a-13251,omstandig,-0.5,0.9,0.7
omzichtig,r_a-13255,behoedzaam,0.4,0.6,0.7
onaangenaam,r_a-13260,naar,-0.6,1.0,0.9
onaangepast,r_a-13261,niet aangepast,-0.6,1.0,0.7
onaangevochten,d_a-191535,,0.3,0.8,0.7
